MATCHWEEK,HTEAM,ATEAM,HGK,HDEF1,HDEF2,HDEF3,HDEF4,HDEF5,HMID1,HMID2,HMID3,HMID4,HMID5,HMID6,HFOR1,HFOR2,HFOR3,HFOR4,HFOR5,AGK,ADEF1,ADEF2,ADEF3,ADEF4,ADEF5,AMID1,AMID2,AMID3,AMID4,AMID5,AMID6,AFOR1,AFOR2,AFOR3,AFOR4,AFOR5,HFULLGOAL,AFULLGOAL,FULLRESULT
5,BAHIA,CORINTHIANS,BAH_matheusteixeira,BAH_renanguedes,BAH_conti,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_thaciano,BAH_daniel,BAH_none,BAH_none,BAH_none,BAH_rodriguinho,BAH_rossi,BAH_gilberto,BAH_none,BAH_none,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_gabriel,COR_roni,COR_ramiro,COR_mateusvital,COR_none,COR_jô,COR_none,COR_none,COR_none,COR_none,0,0,D
5,INTERNACIONAL,CEARA,INT_daniel,INT_heitor,INT_lucasribeiro,INT_victorcuesta,INT_leoborges,INT_none,INT_edenilson,INT_rodrigolindoso,INT_patrick,INT_lucasramos,INT_none,INT_none,INT_thiagogalhardo,INT_yurialberto,INT_none,INT_none,INT_none,CEA_viniciusmachado,CEA_gabrieldias,CEA_messias,CEA_gabriellacerda,CEA_brunopacheco,CEA_none,CEA_fernandosobral,CEA_marlon,CEA_jorginho,CEA_lima,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,1,1,D
5,PALMEIRAS,AMERICA-MG,PAL_jailson,PAL_marcosrocha,PAL_felipemelo,PAL_renan,PAL_victorluis,PAL_none,PAL_patrickdepaula,PAL_gabrielmenino,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_willian,PAL_none,PAL_deyverson,PAL_none,PAL_none,PAL_none,PAL_none,AME_jori,AME_eduardo,AME_eduardobauermann,AME_andersonjesus,AME_joaopaulo,AME_none,AME_ramon,AME_ale,AME_ademir,AME_juninho,AME_geovane,AME_none,AME_rodolfojose,AME_none,AME_none,AME_none,AME_none,2,1,H
5,ATLETICO-MG,CHAPECOENSE,CAM_everson,CAM_guga,CAM_gabriel,CAM_rever,CAM_guilhermearana,CAM_none,CAM_allan,CAM_tchetche,CAM_jair,CAM_none,CAM_none,CAM_none,CAM_hyoran,CAM_keno,CAM_hulk,CAM_none,CAM_none,CHA_joaopaulo,CHA_matheusribeiro,CHA_felipesantana,CHA_ignacio,CHA_derlan,CHA_none,CHA_andersonleite,CHA_guedes,CHA_ravanelli,CHA_lima,CHA_fernandinho,CHA_none,CHA_anselmoramon,CHA_none,CHA_none,CHA_none,CHA_none,1,1,D
5,CUIABA,GREMIO,CUI_walter,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_uendel,CUI_none,CUI_auremir,CUI_pepe,CUI_rafaelgava,CUI_clayson,CUI_none,CUI_none,CUI_jenison,CUI_danilogomes,CUI_none,CUI_none,CUI_none,GRE_gabrielchapeco,GRE_vanderson,GRE_ruan,GRE_rodrigues,GRE_rafinha,GRE_none,GRE_thiagosantos,GRE_maicon,GRE_villasanti,GRE_none,GRE_none,GRE_none,GRE_douglascosta,GRE_borja,GRE_alisson,GRE_none,GRE_none,0,1,A
6,ATLETICO-GO,FLUMINENSE,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_joaopaulo,ACG_none,ACG_none,ACG_none,ACG_janderson,ACG_zeroberto,ACG_natanael,ACG_none,ACG_none,FLU_marcosfelipe,FLU_calegari,FLU_nino,FLU_luccasclaro,FLU_danilobarcelos,FLU_none,FLU_yagofelipe,FLU_martinelli,FLU_nene,FLU_none,FLU_none,FLU_none,FLU_kayky,FLU_fred,FLU_gabrielteixeira,FLU_none,FLU_none,1,0,H
6,AMERICA-MG,JUVENTUDE,AME_jori,AME_eduardo,AME_ricardosilva,AME_andersonjesus,AME_alanruschel,AME_none,AME_zericardo,AME_juninhovaloura,AME_juninho,AME_geovane,AME_none,AME_none,AME_rodolfojose,AME_ribamar,AME_none,AME_none,AME_none,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_williammatheus,JUV_none,JUV_elton,JUV_matheusjesus,JUV_wescley,JUV_none,JUV_none,JUV_none,JUV_paulinhoboia,JUV_matheuspeixoto,JUV_marcosvinicios,JUV_none,JUV_none,1,1,D
6,CORINTHIANS,SPORT,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_gabriel,COR_vitinho,COR_none,COR_none,COR_none,COR_gustavomosquito,COR_jô,COR_mateusvital,COR_none,COR_none,SPT_mailson,SPT_rafaelthyere,SPT_iagomaidana,SPT_sabino,SPT_none,SPT_none,SPT_hayner,SPT_marcaosilva,SPT_thiagolopes,SPT_victorgabriel,SPT_gustavooliveira,SPT_paulinhomoccelin,SPT_andre,SPT_none,SPT_none,SPT_none,SPT_none,2,1,H
6,BRAGANTINO,PALMEIRAS,BGT_cleiton,BGT_aderlan,BGT_fabriciobruno,BGT_natan,BGT_weverson,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_ericramires,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,PAL_viniciussilvestre,PAL_marcosrocha,PAL_felipemelo,PAL_renan,PAL_none,PAL_none,PAL_mayke,PAL_danilobarbosa,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_victorluis,PAL_none,PAL_willian,PAL_deyverson,PAL_none,PAL_none,PAL_none,3,1,H
6,CHAPECOENSE,INTERNACIONAL,CHA_joaopaulo,CHA_matheusribeiro,CHA_ignacio,CHA_felipesantana,CHA_derlan,CHA_none,CHA_ronei,CHA_guedes,CHA_fernandinho,CHA_lima,CHA_ravanelli,CHA_none,CHA_anselmoramon,CHA_none,CHA_none,CHA_none,CHA_none,INT_daniel,INT_zegabriel,INT_lucasribeiro,INT_victorcuesta,INT_heitor,INT_none,INT_rodrigodourado,INT_edenilson,INT_caiovidal,INT_mauricio,INT_patrick,INT_none,INT_yurialberto,INT_none,INT_none,INT_none,INT_none,1,2,A
6,GREMIO,SANTOS,GRE_gabrielchapeco,GRE_rafinha,GRE_pedrogeromel,GRE_kannemann,GRE_diogobarbosa,GRE_none,GRE_victorbobsin,GRE_thiagosantos,GRE_matheushenrique,GRE_none,GRE_none,GRE_none,GRE_leopereira,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,SAN_joaopaulo,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_alison,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,2,2,D
6,BAHIA,ATHLETICO-PR,BAH_matheusteixeira,BAH_ninoparaiba,BAH_conti,BAH_juninho,BAH_juninhocapixaba,BAH_none,BAH_patrickdelucca,BAH_daniel,BAH_thonnyanderson,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_rodriguinho,BAH_maycondouglas,BAH_none,BAH_none,CAP_santos,CAP_pedrohenrique,CAP_zeivaldo,CAP_thiagoheleno,CAP_none,CAP_none,CAP_marcinho,CAP_richard,CAP_christian,CAP_terans,CAP_vitinho,CAP_abnervinicius,CAP_renatokayzer,CAP_none,CAP_none,CAP_none,CAP_none,2,1,H
6,SAOPAULO,CUIABA,SAO_tiagovolpi,SAO_diego,SAO_brunoalves,SAO_leo,SAO_none,SAO_none,SAO_orejuela,SAO_liziero,SAO_gabrielsara,SAO_benitez,SAO_welington,SAO_none,SAO_rigoni,SAO_eder,SAO_none,SAO_none,SAO_none,CUI_walter,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_lucashernandez,CUI_none,CUI_yurilima,CUI_rafaelgava,CUI_pepe,CUI_clayson,CUI_none,CUI_none,CUI_jonathancafu,CUI_elton,CUI_none,CUI_none,CUI_none,2,2,D
6,FLAMENGO,FORTALEZA,FLA_diegoalves,FLA_matheuzinho,FLA_willianarao,FLA_rodrigocaio,FLA_filipeluis,FLA_none,FLA_diego,FLA_gerson,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_pedro,FLA_brunohenrique,FLA_none,FLA_none,FLA_none,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_felipe,FOR_matheusvargas,FOR_lucascrispim,FOR_none,FOR_david,FOR_wellingtonpaulista,FOR_none,FOR_none,FOR_none,2,1,H
6,CEARA,ATLETICO-MG,CEA_viniciusmachado,CEA_gabrieldias,CEA_messias,CEA_gabriellacerda,CEA_brunopacheco,CEA_none,CEA_fernandosobral,CEA_marlon,CEA_lima,CEA_jorginho,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,CAM_everson,CAM_guga,CAM_gabriel,CAM_bueno,CAM_guilhermearana,CAM_none,CAM_allan,CAM_tchetche,CAM_zaracho,CAM_none,CAM_none,CAM_none,CAM_hyoran,CAM_hulk,CAM_keno,CAM_none,CAM_none,2,1,H
7,ATLETICO-GO,BRAGANTINO,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_arthurgomes,ACG_none,ACG_none,ACG_none,ACG_janderson,ACG_zeroberto,ACG_natanael,ACG_none,ACG_none,BGT_cleiton,BGT_rafaelluiz,BGT_leoortiz,BGT_fabriciobruno,BGT_edimar,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_claudinho,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,0,1,A
7,JUVENTUDE,FLAMENGO,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_williammatheus,JUV_none,JUV_elton,JUV_matheusjesus,JUV_guilhermecastilho,JUV_wescley,JUV_paulinhoboia,JUV_none,JUV_matheuspeixoto,JUV_none,JUV_none,JUV_none,JUV_none,FLA_diegoalves,FLA_matheuzinho,FLA_willianarao,FLA_gustavohenrique,FLA_filipeluis,FLA_none,FLA_diego,FLA_gomes,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_brunohenrique,FLA_pedro,FLA_none,FLA_none,FLA_none,1,0,H
7,FLUMINENSE,CORINTHIANS,FLU_marcosfelipe,FLU_calegari,FLU_nino,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_yagofelipe,FLU_cazares,FLU_ganso,FLU_gabrielteixeira,FLU_none,FLU_abelhernandez,FLU_none,FLU_none,FLU_none,FLU_none,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_lucaspiton,COR_none,COR_xavier,COR_gustavomosquito,COR_vitinho,COR_gabriel,COR_araos,COR_none,COR_jô,COR_none,COR_none,COR_none,COR_none,1,1,D
7,PALMEIRAS,BAHIA,PAL_jailson,PAL_marcosrocha,PAL_luan,PAL_kuscevic,PAL_victorluis,PAL_none,PAL_danilo,PAL_danilobarbosa,PAL_gustavoscarpa,PAL_none,PAL_none,PAL_none,PAL_rony,PAL_luizadriano,PAL_brenolopes,PAL_none,PAL_none,BAH_matheusteixeira,BAH_ninoparaiba,BAH_luizotavio,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_thaciano,BAH_daniel,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_rodriguinho,BAH_none,BAH_none,3,2,H
7,GREMIO,FORTALEZA,GRE_gabrielchapeco,GRE_rafinha,GRE_pedrogeromel,GRE_kannemann,GRE_diogobarbosa,GRE_none,GRE_thiagosantos,GRE_victorbobsin,GRE_matheushenrique,GRE_none,GRE_none,GRE_none,GRE_douglascosta,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_ronald,FOR_romarinho,FOR_lucascrispim,FOR_none,FOR_robson,FOR_david,FOR_none,FOR_none,FOR_none,0,0,D
7,SANTOS,ATLETICO-MG,SAN_joaopaulo,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_ivonei,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,CAM_everson,CAM_guga,CAM_rever,CAM_gabriel,CAM_guilhermearana,CAM_none,CAM_jair,CAM_allan,CAM_tchetche,CAM_none,CAM_none,CAM_none,CAM_hyoran,CAM_hulk,CAM_keno,CAM_none,CAM_none,2,0,H
7,AMERICA-MG,INTERNACIONAL,AME_matheuscavichioli,AME_eduardo,AME_eduardobauermann,AME_andersonjesus,AME_alanruschel,AME_none,AME_zericardo,AME_juninhovaloura,AME_felipeazevedo,AME_none,AME_none,AME_none,AME_marcelotoscano,AME_ribamar,AME_rodolfojose,AME_none,AME_none,INT_daniel,INT_saravia,INT_lucasribeiro,INT_victorcuesta,INT_heitor,INT_none,INT_rodrigodourado,INT_johnny,INT_mauricio,INT_lucasramos,INT_patrick,INT_none,INT_thiagogalhardo,INT_none,INT_none,INT_none,INT_none,1,1,D
7,CEARA,SAOPAULO,CEA_richard,CEA_gabrieldias,CEA_messias,CEA_gabriellacerda,CEA_brunopacheco,CEA_none,CEA_fernandosobral,CEA_marlon,CEA_lima,CEA_jorginho,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,SAO_tiagovolpi,SAO_diego,SAO_brunoalves,SAO_reinaldo,SAO_none,SAO_none,SAO_danielalves,SAO_liziero,SAO_rodrigonestor,SAO_igorgomes,SAO_welington,SAO_none,SAO_vitorbueno,SAO_eder,SAO_none,SAO_none,SAO_none,1,1,D
7,SPORT,CUIABA,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_juniortavares,SPT_none,SPT_betinho,SPT_marcaosilva,SPT_thiagolopes,SPT_thiagoneves,SPT_everaldo,SPT_none,SPT_andre,SPT_none,SPT_none,SPT_none,SPT_none,CUI_walter,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_uendel,CUI_none,CUI_yurilima,CUI_rafaelgava,CUI_pepe,CUI_none,CUI_none,CUI_none,CUI_jonathancafu,CUI_elton,CUI_clayson,CUI_none,CUI_none,0,0,D
7,ATHLETICO-PR,CHAPECOENSE,CAP_santos,CAP_pedrohenrique,CAP_thiagoheleno,CAP_zeivaldo,CAP_none,CAP_none,CAP_khellven,CAP_christian,CAP_leocittadini,CAP_abnervinicius,CAP_terans,CAP_vitinho,CAP_matheusbabi,CAP_none,CAP_none,CAP_none,CAP_none,CHA_joaopaulo,CHA_ignacio,CHA_felipesantana,CHA_derlan,CHA_none,CHA_none,CHA_matheusribeiro,CHA_lima,CHA_ravanelli,CHA_mancha,CHA_none,CHA_none,CHA_fernandinho,CHA_anselmoramon,CHA_mike,CHA_none,CHA_none,2,2,D
8,FLUMINENSE,ATHLETICO-PR,FLU_marcosfelipe,FLU_calegari,FLU_nino,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_yagofelipe,FLU_cazares,FLU_nene,FLU_gabrielteixeira,FLU_none,FLU_fred,FLU_none,FLU_none,FLU_none,FLU_none,CAP_santos,CAP_marcinho,CAP_zeivaldo,CAP_thiagoheleno,CAP_abnervinicius,CAP_none,CAP_richard,CAP_leocittadini,CAP_fernandocanesin,CAP_terans,CAP_carloseduardo,CAP_none,CAP_matheusbabi,CAP_none,CAP_none,CAP_none,CAP_none,1,4,A
8,BAHIA,AMERICA-MG,BAH_matheusteixeira,BAH_ninoparaiba,BAH_lucasfonseca,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_thaciano,BAH_daniel,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_rodriguinho,BAH_none,BAH_none,AME_matheuscavichioli,AME_eduardo,AME_eduardobauermann,AME_andersonjesus,AME_joaopaulo,AME_none,AME_zericardo,AME_juninhovaloura,AME_marcelotoscano,AME_none,AME_none,AME_none,AME_felipeazevedo,AME_ribamar,AME_rodolfojose,AME_none,AME_none,3,4,A
8,CORINTHIANS,SAOPAULO,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_gabriel,COR_mateusvital,COR_vitinho,COR_gustavomosquito,COR_none,COR_jô,COR_none,COR_none,COR_none,COR_none,SAO_tiagovolpi,SAO_brunoalves,SAO_miranda,SAO_leo,SAO_none,SAO_none,SAO_igorvinicius,SAO_luan,SAO_liziero,SAO_danielalves,SAO_reinaldo,SAO_none,SAO_benitez,SAO_eder,SAO_none,SAO_none,SAO_none,0,0,D
8,ATLETICO-MG,ATLETICO-GO,CAM_everson,CAM_mariano,CAM_igorrabello,CAM_rever,CAM_tchetche,CAM_none,CAM_jair,CAM_nachofernandez,CAM_zaracho,CAM_none,CAM_none,CAM_none,CAM_savarino,CAM_hulk,CAM_marrony,CAM_none,CAM_none,ACG_fernandomiguel,ACG_dudu,ACG_oliveira,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_arthurgomes,ACG_none,ACG_none,ACG_none,ACG_janderson,ACG_zeroberto,ACG_natanael,ACG_none,ACG_none,4,1,H
8,BRAGANTINO,CEARA,BGT_cleiton,BGT_aderlan,BGT_fabriciobruno,BGT_natan,BGT_edimar,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_claudinho,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,CEA_richard,CEA_buiu,CEA_messias,CEA_gabriellacerda,CEA_brunopacheco,CEA_none,CEA_fernandosobral,CEA_marlon,CEA_lima,CEA_vina,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,0,0,D
8,JUVENTUDE,GREMIO,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_williammatheus,JUV_none,JUV_elton,JUV_matheusjesus,JUV_guilhermecastilho,JUV_wescley,JUV_paulinhoboia,JUV_none,JUV_matheuspeixoto,JUV_none,JUV_none,JUV_none,JUV_none,GRE_gabrielchapeco,GRE_rafinha,GRE_pedrogeromel,GRE_paulomiranda,GRE_diogobarbosa,GRE_none,GRE_matheushenrique,GRE_darlan,GRE_victorbobsin,GRE_none,GRE_none,GRE_none,GRE_douglascosta,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,2,0,H
8,SANTOS,SPORT,SAN_joaopaulo,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_camacho,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_lucasbraga,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_juniortavares,SPT_none,SPT_josewelison,SPT_marcaosilva,SPT_thiagoneves,SPT_none,SPT_none,SPT_none,SPT_neilton,SPT_andre,SPT_everaldo,SPT_none,SPT_none,0,0,D
8,INTERNACIONAL,PALMEIRAS,INT_daniel,INT_saravia,INT_pedrohenrique,INT_victorcuesta,INT_heitor,INT_none,INT_rodrigodourado,INT_johnny,INT_caiovidal,INT_edenilson,INT_patrick,INT_none,INT_yurialberto,INT_none,INT_none,INT_none,INT_none,PAL_jailson,PAL_marcosrocha,PAL_luan,PAL_kuscevic,PAL_renan,PAL_none,PAL_zerafael,PAL_danilo,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_brenolopes,PAL_none,PAL_deyverson,PAL_none,PAL_none,PAL_none,PAL_none,1,2,A
8,FORTALEZA,CHAPECOENSE,FOR_felipealves,FOR_quintero,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_felipe,FOR_matheusvargas,FOR_lucascrispim,FOR_none,FOR_romarinho,FOR_david,FOR_none,FOR_none,FOR_none,CHA_joaopaulo,CHA_ignacio,CHA_felipesantana,CHA_derlan,CHA_none,CHA_none,CHA_matheusribeiro,CHA_lima,CHA_ravanelli,CHA_mancha,CHA_none,CHA_none,CHA_fernandinho,CHA_anselmoramon,CHA_mike,CHA_none,CHA_none,3,2,H
8,CUIABA,FLAMENGO,CUI_walter,CUI_lucasramon,CUI_marllon,CUI_paulao,CUI_lucashernandez,CUI_none,CUI_yurilima,CUI_rafaelgava,CUI_pepe,CUI_none,CUI_none,CUI_none,CUI_jonathancafu,CUI_elton,CUI_clayson,CUI_none,CUI_none,FLA_gabrielbatista,FLA_matheuzinho,FLA_willianarao,FLA_rodrigocaio,FLA_filipeluis,FLA_none,FLA_diego,FLA_gomes,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_brunohenrique,FLA_pedro,FLA_none,FLA_none,FLA_none,0,2,A
9,CUIABA,ATLETICO-MG,CUI_walter,CUI_joaolucas,CUI_andersonconceiçao,CUI_paulao,CUI_uendel,CUI_none,CUI_yurilima,CUI_uilliancorreia,CUI_camilo,CUI_pepe,CUI_none,CUI_none,CUI_danilogomes,CUI_elton,CUI_none,CUI_none,CUI_none,CAM_everson,CAM_mariano,CAM_igorrabello,CAM_rever,CAM_guilhermearana,CAM_none,CAM_allan,CAM_tchetche,CAM_zaracho,CAM_nachofernandez,CAM_savarino,CAM_none,CAM_hulk,CAM_none,CAM_none,CAM_none,CAM_none,0,1,A
9,GREMIO,ATLETICO-GO,GRE_brenno,GRE_rafinha,GRE_pedrogeromel,GRE_kannemann,GRE_diogobarbosa,GRE_none,GRE_matheushenrique,GRE_victorbobsin,GRE_jeanpyerre,GRE_none,GRE_none,GRE_none,GRE_douglascosta,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,ACG_fernandomiguel,ACG_dudu,ACG_oliveira,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_baralhas,ACG_none,ACG_none,ACG_none,ACG_arthurgomes,ACG_lucao,ACG_andreluis,ACG_none,ACG_none,0,1,A
9,SAOPAULO,BRAGANTINO,SAO_tiagovolpi,SAO_brunoalves,SAO_miranda,SAO_leo,SAO_none,SAO_none,SAO_danielalves,SAO_luan,SAO_liziero,SAO_reinaldo,SAO_benitez,SAO_rigoni,SAO_eder,SAO_none,SAO_none,SAO_none,SAO_none,BGT_cleiton,BGT_aderlan,BGT_fabriciobruno,BGT_natan,BGT_edimar,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_claudinho,BGT_none,BGT_none,BGT_none,BGT_praxedes,BGT_artur,BGT_ytalo,BGT_none,BGT_none,1,2,A
9,FLAMENGO,FLUMINENSE,FLA_diegoalves,FLA_matheuzinho,FLA_rodrigocaio,FLA_gustavohenrique,FLA_filipeluis,FLA_none,FLA_willianarao,FLA_gomes,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_brunohenrique,FLA_pedro,FLA_none,FLA_none,FLA_none,FLU_marcosfelipe,FLU_samuelxavier,FLU_nino,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_yagofelipe,FLU_cazares,FLU_none,FLU_none,FLU_none,FLU_gabrielteixeira,FLU_caiopaulista,FLU_fred,FLU_none,FLU_none,0,1,A
9,SPORT,PALMEIRAS,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_juniortavares,SPT_none,SPT_josewelison,SPT_marcaosilva,SPT_thiagoneves,SPT_none,SPT_none,SPT_none,SPT_neilton,SPT_andre,SPT_everaldo,SPT_none,SPT_none,PAL_jailson,PAL_marcosrocha,PAL_luan,PAL_felipemelo,PAL_renan,PAL_none,PAL_danilo,PAL_zerafael,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_brenolopes,PAL_none,PAL_deyverson,PAL_none,PAL_none,PAL_none,PAL_none,0,1,A
9,CEARA,JUVENTUDE,CEA_richard,CEA_buiu,CEA_messias,CEA_gabriellacerda,CEA_kelvyn,CEA_none,CEA_fernandosobral,CEA_marlon,CEA_lima,CEA_jorginho,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,JUV_marcelocarne,JUV_michel,JUV_cleberson,JUV_rafaelforster,JUV_williammatheus,JUV_none,JUV_matheusjesus,JUV_guilhermecastilho,JUV_chico,JUV_paulinhoboia,JUV_marcosvinicios,JUV_none,JUV_matheuspeixoto,JUV_none,JUV_none,JUV_none,JUV_none,2,0,H
9,CHAPECOENSE,BAHIA,CHA_joaopaulo,CHA_matheusribeiro,CHA_felipesantana,CHA_derlan,CHA_ezequiel,CHA_none,CHA_lima,CHA_andersonleite,CHA_ravanelli,CHA_none,CHA_none,CHA_none,CHA_fernandinho,CHA_kaionunes,CHA_anselmoramon,CHA_none,CHA_none,BAH_matheusteixeira,BAH_ninoparaiba,BAH_luizotavio,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_jonas,BAH_thaciano,BAH_daniel,BAH_none,BAH_none,BAH_none,BAH_maycondouglas,BAH_thonnyanderson,BAH_rodriguinho,BAH_none,BAH_none,0,2,A
9,CORINTHIANS,INTERNACIONAL,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_roni,COR_mateusvital,COR_vitinho,COR_gustavomosquito,COR_none,COR_jô,COR_none,COR_none,COR_none,COR_none,INT_daniel,INT_saravia,INT_pedrohenrique,INT_victorcuesta,INT_paulovictor,INT_none,INT_rodrigodourado,INT_edenilson,INT_mauricio,INT_juancuesta,INT_leoborges,INT_none,INT_yurialberto,INT_none,INT_none,INT_none,INT_none,1,1,D
9,ATHLETICO-PR,FORTALEZA,CAP_santos,CAP_marcinho,CAP_pedrohenrique,CAP_thiagoheleno,CAP_abnervinicius,CAP_none,CAP_richard,CAP_christian,CAP_terans,CAP_nikao,CAP_vitinho,CAP_none,CAP_matheusbabi,CAP_none,CAP_none,CAP_none,CAP_none,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ronald,FOR_felipe,FOR_matheusvargas,FOR_lucascrispim,FOR_none,FOR_osvaldo,FOR_robson,FOR_none,FOR_none,FOR_none,2,1,H
9,AMERICA-MG,SANTOS,AME_matheuscavichioli,AME_eduardo,AME_eduardobauermann,AME_andersonjesus,AME_joaopaulo,AME_none,AME_zericardo,AME_juninhovaloura,AME_marcelotoscano,AME_none,AME_none,AME_none,AME_felipeazevedo,AME_ribamar,AME_rodolfojose,AME_none,AME_none,SAN_joaopaulo,SAN_para,SAN_luizfelipe,SAN_kaiky,SAN_felipejonatan,SAN_none,SAN_camacho,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_lucasbraga,SAN_marcosguilherme,SAN_none,SAN_none,2,0,H
