MATCHWEEK,HTEAM,ATEAM,HGK,HDEF1,HDEF2,HDEF3,HDEF4,HDEF5,HMID1,HMID2,HMID3,HMID4,HMID5,HMID6,HFOR1,HFOR2,HFOR3,HFOR4,HFOR5,AGK,ADEF1,ADEF2,ADEF3,ADEF4,ADEF5,AMID1,AMID2,AMID3,AMID4,AMID5,AMID6,AFOR1,AFOR2,AFOR3,AFOR4,AFOR5,HFULLGOAL,AFULLGOAL,FULLRESULT
1,CUIABA,JUVENTUDE,CUI_walter,CUI_lucasramon,CUI_marllon,CUI_andersonconceiçao,CUI_uendel,CUI_none,CUI_pepe,CUI_rafaelgava,CUI_camilo,CUI_none,CUI_none,CUI_none,CUI_jonathancafu,CUI_elton,CUI_clayson,CUI_none,CUI_none,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_alyson,JUV_none,JUV_joaopaulo,JUV_guilhermecastilho,JUV_wescley,JUV_none,JUV_none,JUV_none,JUV_capixaba,JUV_matheuspeixoto,JUV_chico,JUV_none,JUV_none,2,2,D
1,INTERNACIONAL,SPORT,INT_marcelolomba,INT_saravia,INT_lucasribeiro,INT_victorcuesta,INT_moises,INT_none,INT_rodrigolindoso,INT_edenilson,INT_taison,INT_mauricio,INT_none,INT_none,INT_caiovidal,INT_yurialberto,INT_none,INT_none,INT_none,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_sander,SPT_none,SPT_marcaosilva,SPT_juniortavares,SPT_ricardinho,SPT_thiagoneves,SPT_none,SPT_none,SPT_paulinhomoccelin,SPT_mikael,SPT_none,SPT_none,SPT_none,2,2,D
1,ATHLETICO-PR,AMERICA-MG,CAP_santos,CAP_khellven,CAP_pedrohenrique,CAP_thiagoheleno,CAP_abnervinicius,CAP_none,CAP_richard,CAP_christian,CAP_jadson,CAP_none,CAP_none,CAP_none,CAP_nikao,CAP_renatokayzer,CAP_vitinho,CAP_none,CAP_none,AME_matheuscavichioli,AME_diegoferreira,AME_andersonjesus,AME_eduardobauermann,AME_marlon,AME_none,AME_zericardo,AME_juninho,AME_brunonazario,AME_ale,AME_felipeazevedo,AME_none,AME_rodolfojose,AME_none,AME_none,AME_none,AME_none,1,0,H
1,CHAPECOENSE,BRAGANTINO,CHA_tiepo,CHA_matheusribeiro,CHA_laercio,CHA_derlan,CHA_busanello,CHA_none,CHA_moisesribeiro,CHA_andersonleite,CHA_ronei,CHA_none,CHA_none,CHA_none,CHA_mike,CHA_anselmoramon,CHA_perotti,CHA_none,CHA_none,BGT_cleiton,BGT_aderlan,BGT_leoortiz,BGT_fabriciobruno,BGT_luancândido,BGT_none,BGT_ramires,BGT_lucasevangelista,BGT_claudinho,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,0,3,A
1,CORINTHIANS,ATLETICO-GO,COR_cassio,COR_fagner,COR_gil,COR_raulgustavo,COR_lucaspiton,COR_none,COR_roni,COR_camacho,COR_ramiro,COR_none,COR_none,COR_none,COR_gustavomosquito,COR_luan,COR_mateusvital,COR_none,COR_none,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_ronald,ACG_joaopaulo,ACG_none,ACG_none,ACG_natanael,ACG_zeroberto,ACG_none,ACG_none,ACG_none,0,1,A
1,BAHIA,SANTOS,BAH_mateusclaus,BAH_renanguedes,BAH_conti,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_daniel,BAH_thaciano,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_rodriguinho,BAH_none,BAH_none,SAN_joaopaulo,SAN_para,SAN_kaiky,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_alison,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_lucasbraga,SAN_none,SAN_none,3,0,H
1,FLAMENGO,PALMEIRAS,FLA_diegoalves,FLA_isla,FLA_willianarao,FLA_rodrigocaio,FLA_filipeluis,FLA_none,FLA_diego,FLA_gerson,FLA_evertonribeiro,FLA_arrascaeta,FLA_none,FLA_none,FLA_brunohenrique,FLA_pedro,FLA_none,FLA_none,FLA_none,PAL_weverton,PAL_gustavogomez,PAL_luan,PAL_alanempereur,PAL_none,PAL_none,PAL_gabrielmenino,PAL_felipemelo,PAL_patrickdepaula,PAL_raphaelveiga,PAL_viña,PAL_none,PAL_rony,PAL_luizadriano,PAL_none,PAL_none,PAL_none,1,0,H
1,ATLETICO-MG,FORTALEZA,CAM_everson,CAM_guga,CAM_igorrabello,CAM_junioralonso,CAM_guilhermearana,CAM_none,CAM_allan,CAM_tchetche,CAM_nachofernandez,CAM_none,CAM_none,CAM_none,CAM_savarino,CAM_hulk,CAM_marrony,CAM_none,CAM_none,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_danielguedes,FOR_ederson,FOR_felipe,FOR_matheusvargas,FOR_lucascrispim,FOR_none,FOR_robson,FOR_wellingtonpaulista,FOR_none,FOR_none,FOR_none,1,2,A
1,SAOPAULO,FLUMINENSE,SAO_tiagovolpi,SAO_brunoalves,SAO_miranda,SAO_leo,SAO_none,SAO_none,SAO_igorvinicius,SAO_luan,SAO_liziero,SAO_igorgomes,SAO_reinaldo,SAO_none,SAO_gabrielsara,SAO_pablo,SAO_none,SAO_none,SAO_none,FLU_marcosfelipe,FLU_samuelxavier,FLU_nino,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_yagofelipe,FLU_nene,FLU_none,FLU_none,FLU_none,FLU_caiopaulista,FLU_abelhernandez,FLU_gabrielteixeira,FLU_none,FLU_none,0,0,D
1,CEARA,GREMIO,CEA_joaoricardo,CEA_buiu,CEA_messias,CEA_gabriellacerda,CEA_kelvyn,CEA_none,CEA_oliveira,CEA_pedronaressi,CEA_jorginho,CEA_none,CEA_none,CEA_none,CEA_saulomineiro,CEA_cleber,CEA_rick,CEA_none,CEA_none,GRE_brenno,GRE_vanderson,GRE_pedrogeromel,GRE_ruan,GRE_diogobarbosa,GRE_none,GRE_thiagosantos,GRE_lucassilva,GRE_matheushenrique,GRE_none,GRE_none,GRE_none,GRE_leopereira,GRE_ricardinho,GRE_leochu,GRE_none,GRE_none,3,2,H
2,ATLETICO-GO,SAOPAULO,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_joaopaulo,ACG_janderson,ACG_none,ACG_none,ACG_natanael,ACG_zeroberto,ACG_none,ACG_none,ACG_none,SAO_tiagovolpi,SAO_brunoalves,SAO_miranda,SAO_leo,SAO_none,SAO_none,SAO_igorvinicius,SAO_rodrigonestor,SAO_shaylon,SAO_gabrielsara,SAO_reinaldo,SAO_none,SAO_luciano,SAO_joaorojas,SAO_none,SAO_none,SAO_none,2,0,H
2,SANTOS,CEARA,SAN_johnvictor,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_alison,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,CEA_richard,CEA_buiu,CEA_messias,CEA_gabriellacerda,CEA_brunopacheco,CEA_none,CEA_oliveira,CEA_fernandosobral,CEA_vina,CEA_jorginho,CEA_none,CEA_none,CEA_saulomineiro,CEA_felipevizeu,CEA_none,CEA_none,CEA_none,3,1,H
2,BRAGANTINO,BAHIA,BGT_juliocesar,BGT_aderlan,BGT_leoortiz,BGT_natan,BGT_luancândido,BGT_none,BGT_jadsomsilva,BGT_lucasevangelista,BGT_cuello,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_pedrinho,BGT_none,BGT_none,BAH_mateusclaus,BAH_renanguedes,BAH_conti,BAH_luizotavio,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_matheusgaldezani,BAH_thaciano,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_rodriguinho,BAH_none,BAH_none,3,3,D
2,FLUMINENSE,CUIABA,FLU_marcosfelipe,FLU_samuelxavier,FLU_manoel,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_yagofelipe,FLU_martinelli,FLU_nene,FLU_none,FLU_none,FLU_none,FLU_caiopaulista,FLU_fred,FLU_gabrielteixeira,FLU_none,FLU_none,CUI_walter,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_uendel,CUI_none,CUI_auremir,CUI_rafaelgava,CUI_pepe,CUI_none,CUI_none,CUI_none,CUI_jonathancafu,CUI_rafaelelias,CUI_clayson,CUI_none,CUI_none,1,0,H
2,AMERICA-MG,CORINTHIANS,AME_matheuscavichioli,AME_diegoferreira,AME_andersonjesus,AME_eduardobauermann,AME_marlon,AME_none,AME_zericardo,AME_juninho,AME_ale,AME_felipeazevedo,AME_none,AME_none,AME_ademir,AME_rodolfojose,AME_none,AME_none,AME_none,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_gabriel,COR_roni,COR_cantillo,COR_none,COR_none,COR_none,COR_araos,COR_luan,COR_gustavomosquito,COR_none,COR_none,0,1,A
2,JUVENTUDE,ATHLETICO-PR,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_alyson,JUV_none,JUV_joaopaulo,JUV_guilhermecastilho,JUV_wescley,JUV_none,JUV_none,JUV_none,JUV_capixaba,JUV_matheuspeixoto,JUV_chico,JUV_none,JUV_none,CAP_santos,CAP_marcinho,CAP_zeivaldo,CAP_thiagoheleno,CAP_nicolas,CAP_none,CAP_alvarado,CAP_leocittadini,CAP_fernandocanesin,CAP_jadson,CAP_carloseduardo,CAP_none,CAP_matheusbabi,CAP_none,CAP_none,CAP_none,CAP_none,0,3,A
2,PALMEIRAS,CHAPECOENSE,PAL_jailson,PAL_mayke,PAL_luan,PAL_renan,PAL_victorluis,PAL_none,PAL_patrickdepaula,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_none,PAL_none,PAL_none,PAL_wesley,PAL_rony,PAL_luizadriano,PAL_none,PAL_none,CHA_tiepo,CHA_matheusribeiro,CHA_derlan,CHA_laercio,CHA_busanello,CHA_none,CHA_moisesribeiro,CHA_lima,CHA_ronei,CHA_none,CHA_none,CHA_none,CHA_fabinho,CHA_mike,CHA_anselmoramon,CHA_none,CHA_none,3,1,H
2,SPORT,ATLETICO-MG,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_juniortavares,SPT_none,SPT_marcaosilva,SPT_ricardinho,SPT_thiagoneves,SPT_none,SPT_none,SPT_none,SPT_marquinhos,SPT_paulinhomoccelin,SPT_mikael,SPT_none,SPT_none,CAM_everson,CAM_mariano,CAM_igorrabello,CAM_rever,CAM_dodô,CAM_none,CAM_allan,CAM_tchetche,CAM_zaracho,CAM_nachofernandez,CAM_hyoran,CAM_none,CAM_hulk,CAM_none,CAM_none,CAM_none,CAM_none,0,1,A
2,GREMIO,FLAMENGO,GRE_gabrielchapeco,GRE_rafinha,GRE_pedrogeromel,GRE_ruan,GRE_brunocortez,GRE_none,GRE_thiagosantos,GRE_lucassilva,GRE_campaz,GRE_none,GRE_none,GRE_none,GRE_jhonatarobert,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,FLA_hugosouza,FLA_rodinei,FLA_gustavohenrique,FLA_leopereira,FLA_rene,FLA_none,FLA_gomes,FLA_thiagomaia,FLA_diego,FLA_none,FLA_none,FLA_none,FLA_kenedy,FLA_vitorgabriel,FLA_vitinho,FLA_none,FLA_none,2,2,D
2,FORTALEZA,INTERNACIONAL,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_felipe,FOR_matheusjussa,FOR_matheusvargas,FOR_lucascrispim,FOR_none,FOR_robson,FOR_david,FOR_none,FOR_none,FOR_none,INT_marcelolomba,INT_heitor,INT_pedrohenrique,INT_zegabriel,INT_moises,INT_none,INT_rodrigolindoso,INT_praxedes,INT_nonato,INT_none,INT_none,INT_none,INT_patrick,INT_caiovidal,INT_yurialberto,INT_none,INT_none,5,1,H
3,FLAMENGO,AMERICA-MG,FLA_diegoalves,FLA_matheuzinho,FLA_willianarao,FLA_rodrigocaio,FLA_filipeluis,FLA_none,FLA_diego,FLA_gerson,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_rodrigomuniz,FLA_brunohenrique,FLA_none,FLA_none,FLA_none,AME_matheuscavichioli,AME_diegoferreira,AME_andersonjesus,AME_eduardobauermann,AME_joaopaulo,AME_none,AME_juninho,AME_juninhovaloura,AME_ale,AME_gustavo,AME_brunonazario,AME_none,AME_ademir,AME_none,AME_none,AME_none,AME_none,2,0,H
3,GREMIO,ATHLETICO-PR,GRE_brenno,GRE_rafinha,GRE_pedrogeromel,GRE_kannemann,GRE_brunocortez,GRE_none,GRE_thiagosantos,GRE_matheushenrique,GRE_jhonatarobert,GRE_none,GRE_none,GRE_none,GRE_luizfernando,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,CAP_santos,CAP_pedrohenrique,CAP_thiagoheleno,CAP_zeivaldo,CAP_none,CAP_none,CAP_marcinho,CAP_richard,CAP_christian,CAP_abnervinicius,CAP_none,CAP_none,CAP_nikao,CAP_vitinho,CAP_matheusbabi,CAP_none,CAP_none,0,1,A
3,PALMEIRAS,CORINTHIANS,PAL_jailson,PAL_mayke,PAL_luan,PAL_renan,PAL_victorluis,PAL_none,PAL_felipemelo,PAL_gustavoscarpa,PAL_raphaelveiga,PAL_none,PAL_none,PAL_none,PAL_rony,PAL_luizadriano,PAL_wesley,PAL_none,PAL_none,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_gabriel,COR_roni,COR_none,COR_none,COR_none,COR_gustavomosquito,COR_luan,COR_mateusvital,COR_none,COR_none,1,1,D
3,SANTOS,JUVENTUDE,SAN_johnvictor,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_alison,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_alyson,JUV_none,JUV_elton,JUV_guilhermecastilho,JUV_capixaba,JUV_marcosvinicios,JUV_none,JUV_none,JUV_chico,JUV_wescley,JUV_none,JUV_none,JUV_none,0,0,D
3,ATLETICO-MG,SAOPAULO,CAM_everson,CAM_guga,CAM_igorrabello,CAM_rever,CAM_guilhermearana,CAM_none,CAM_allan,CAM_jair,CAM_nachofernandez,CAM_none,CAM_none,CAM_none,CAM_hyoran,CAM_hulk,CAM_keno,CAM_none,CAM_none,SAO_tiagovolpi,SAO_brunoalves,SAO_miranda,SAO_leo,SAO_none,SAO_none,SAO_rigoni,SAO_rodrigonestor,SAO_liziero,SAO_gabrielsara,SAO_reinaldo,SAO_none,SAO_luciano,SAO_pablo,SAO_none,SAO_none,SAO_none,1,0,H
3,BAHIA,INTERNACIONAL,BAH_matheusteixeira,BAH_renanguedes,BAH_conti,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_patrickdelucca,BAH_daniel,BAH_thaciano,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_rodriguinho,BAH_none,BAH_none,INT_daniel,INT_heitor,INT_lucasribeiro,INT_victorcuesta,INT_leoborges,INT_none,INT_johnny,INT_edenilson,INT_patrick,INT_none,INT_none,INT_none,INT_taison,INT_thiagogalhardo,INT_yurialberto,INT_none,INT_none,0,1,A
3,CHAPECOENSE,CEARA,CHA_tiepo,CHA_matheusribeiro,CHA_felipesantana,CHA_ignacio,CHA_busanello,CHA_none,CHA_moisesribeiro,CHA_guedes,CHA_fernandinho,CHA_ravanelli,CHA_lima,CHA_none,CHA_anselmoramon,CHA_none,CHA_none,CHA_none,CHA_none,CEA_richard,CEA_gabrieldias,CEA_klaus,CEA_messias,CEA_brunopacheco,CEA_none,CEA_oliveira,CEA_fernandosobral,CEA_jorginho,CEA_none,CEA_none,CEA_none,CEA_rick,CEA_cleber,CEA_lima,CEA_none,CEA_none,0,0,D
3,FORTALEZA,SPORT,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_felipe,FOR_luizhenrique,FOR_carlinhos,FOR_none,FOR_robson,FOR_david,FOR_none,FOR_none,FOR_none,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_sabino,SPT_sander,SPT_none,SPT_marcaosilva,SPT_ricardinho,SPT_gustavooliveira,SPT_none,SPT_none,SPT_none,SPT_paulinhomoccelin,SPT_andre,SPT_marquinhos,SPT_none,SPT_none,1,0,H
3,BRAGANTINO,FLUMINENSE,BGT_cleiton,BGT_aderlan,BGT_leoortiz,BGT_natan,BGT_luancândido,BGT_none,BGT_jadsomsilva,BGT_lucasevangelista,BGT_claudinho,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,FLU_marcosfelipe,FLU_samuelxavier,FLU_nino,FLU_davidbraz,FLU_egidio,FLU_none,FLU_wellington,FLU_yagofelipe,FLU_ganso,FLU_none,FLU_none,FLU_none,FLU_caiopaulista,FLU_abelhernandez,FLU_luizhenrique,FLU_none,FLU_none,2,2,D
3,CUIABA,ATLETICO-GO,CUI_joaocarlos,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_uendel,CUI_none,CUI_uilliancorreia,CUI_pepe,CUI_danilogomes,CUI_none,CUI_none,CUI_none,CUI_felipemarques,CUI_jenison,CUI_clayson,CUI_none,CUI_none,ACG_fernandomiguel,ACG_dudu,ACG_wanderson,ACG_eder,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_ronald,ACG_none,ACG_none,ACG_none,ACG_arthurgomes,ACG_andreluis,ACG_janderson,ACG_none,ACG_none,2,1,H
4,CEARA,BAHIA,CEA_viniciusmachado,CEA_gabrieldias,CEA_messias,CEA_klaus,CEA_brunopacheco,CEA_none,CEA_oliveira,CEA_fernandosobral,CEA_jorginho,CEA_lima,CEA_mendoza,CEA_none,CEA_saulomineiro,CEA_none,CEA_none,CEA_none,CEA_none,BAH_matheusteixeira,BAH_renanguedes,BAH_luizotavio,BAH_juninho,BAH_matheusbahia,BAH_none,BAH_jonas,BAH_thaciano,BAH_daniel,BAH_none,BAH_none,BAH_none,BAH_rossi,BAH_gilberto,BAH_thonnyanderson,BAH_none,BAH_none,1,2,A
4,SAOPAULO,CHAPECOENSE,SAO_tiagovolpi,SAO_igorvinicius,SAO_brunoalves,SAO_reinaldo,SAO_gabrielsara,SAO_none,SAO_rodrigonestor,SAO_liziero,SAO_luciano,SAO_none,SAO_none,SAO_none,SAO_joaorojas,SAO_rigoni,SAO_eder,SAO_none,SAO_none,CHA_joaopaulo,CHA_matheusribeiro,CHA_felipesantana,CHA_ignacio,CHA_mancha,CHA_none,CHA_moisesribeiro,CHA_leogomes,CHA_andersonleite,CHA_ravanelli,CHA_fernandinho,CHA_none,CHA_anselmoramon,CHA_none,CHA_none,CHA_none,CHA_none,1,1,D
4,CORINTHIANS,BRAGANTINO,COR_cassio,COR_fagner,COR_joaovictor,COR_gil,COR_fabiosantos,COR_none,COR_cantillo,COR_gabriel,COR_roni,COR_none,COR_none,COR_none,COR_gustavomosquito,COR_luan,COR_mateusvital,COR_none,COR_none,BGT_cleiton,BGT_aderlan,BGT_leoortiz,BGT_fabriciobruno,BGT_weverson,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_pedrinho,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,1,2,A
4,JUVENTUDE,PALMEIRAS,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_alyson,JUV_none,JUV_elton,JUV_guilhermecastilho,JUV_chico,JUV_wescley,JUV_none,JUV_none,JUV_capixaba,JUV_marcosvinicios,JUV_none,JUV_none,JUV_none,PAL_jailson,PAL_marcosrocha,PAL_luan,PAL_renan,PAL_victorluis,PAL_none,PAL_felipemelo,PAL_raphaelveiga,PAL_gustavoscarpa,PAL_gabrielmenino,PAL_willian,PAL_none,PAL_deyverson,PAL_none,PAL_none,PAL_none,PAL_none,0,3,A
4,INTERNACIONAL,ATLETICO-MG,INT_daniel,INT_heitor,INT_zegabriel,INT_victorcuesta,INT_moises,INT_none,INT_johnny,INT_edenilson,INT_taison,INT_none,INT_none,INT_none,INT_patrick,INT_thiagogalhardo,INT_yurialberto,INT_none,INT_none,CAM_everson,CAM_guga,CAM_gabriel,CAM_rever,CAM_guilhermearana,CAM_none,CAM_allan,CAM_jair,CAM_tchetche,CAM_nathan,CAM_hyoran,CAM_none,CAM_hulk,CAM_none,CAM_none,CAM_none,CAM_none,0,1,A
4,AMERICA-MG,CUIABA,AME_jori,AME_diegoferreira,AME_eduardobauermann,AME_andersonjesus,AME_joaopaulo,AME_none,AME_juninhovaloura,AME_juninho,AME_ale,AME_none,AME_none,AME_none,AME_felipeazevedo,AME_rodolfojose,AME_ademir,AME_none,AME_none,CUI_walter,CUI_joaolucas,CUI_marllon,CUI_paulao,CUI_uendel,CUI_none,CUI_auremir,CUI_rafaelgava,CUI_pepe,CUI_none,CUI_none,CUI_none,CUI_jonathancafu,CUI_rafaelelias,CUI_clayson,CUI_none,CUI_none,0,0,D
4,FLUMINENSE,SANTOS,FLU_marcosfelipe,FLU_calegari,FLU_manoel,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_yagofelipe,FLU_nene,FLU_none,FLU_none,FLU_none,FLU_caiopaulista,FLU_fred,FLU_gabrielteixeira,FLU_none,FLU_none,SAN_johnvictor,SAN_para,SAN_luizfelipe,SAN_daniloboza,SAN_felipejonatan,SAN_none,SAN_alison,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,1,0,H
4,ATLETICO-GO,FORTALEZA,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_oliveira,ACG_igorcarius,ACG_none,ACG_willianmaranhao,ACG_marlonfreitas,ACG_joaopaulo,ACG_none,ACG_none,ACG_none,ACG_janderson,ACG_zeroberto,ACG_natanael,ACG_none,ACG_none,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_felipe,FOR_matheusvargas,FOR_carlinhos,FOR_none,FOR_wellingtonpaulista,FOR_romarinho,FOR_none,FOR_none,FOR_none,0,0,D
4,ATHLETICO-PR,FLAMENGO,CAP_santos,CAP_pedrohenrique,CAP_thiagoheleno,CAP_nicolashernandez,CAP_none,CAP_none,CAP_marcinho,CAP_erick,CAP_leocittadini,CAP_abnervinicius,CAP_nikao,CAP_terans,CAP_renatokayzer,CAP_none,CAP_none,CAP_none,CAP_none,FLA_diegoalves,FLA_isla,FLA_gustavohenrique,FLA_leopereira,FLA_ramon,FLA_none,FLA_willianarao,FLA_andreaspereira,FLA_evertonribeiro,FLA_michael,FLA_none,FLA_none,FLA_vitinho,FLA_gabriel,FLA_none,FLA_none,FLA_none,2,2,D
4,SPORT,GREMIO,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_iagomaidana,SPT_sabino,SPT_sander,SPT_marcaosilva,SPT_thiagolopes,SPT_marquinhos,SPT_none,SPT_none,SPT_none,SPT_andre,SPT_paulinhomoccelin,SPT_none,SPT_none,SPT_none,GRE_paulovictor,GRE_rafinha,GRE_pedrogeromel,GRE_kannemann,GRE_brunocortez,GRE_none,GRE_thiagosantos,GRE_matheushenrique,GRE_jhonatarobert,GRE_none,GRE_none,GRE_none,GRE_luizfernando,GRE_diegosouza,GRE_ferreira,GRE_none,GRE_none,1,0,H
5,FLAMENGO,BRAGANTINO,FLA_diegoalves,FLA_matheuzinho,FLA_willianarao,FLA_rodrigocaio,FLA_filipeluis,FLA_none,FLA_diego,FLA_gerson,FLA_vitinho,FLA_michael,FLA_none,FLA_none,FLA_brunohenrique,FLA_rodrigomuniz,FLA_none,FLA_none,FLA_none,BGT_cleiton,BGT_aderlan,BGT_fabriciobruno,BGT_leoortiz,BGT_weverson,BGT_none,BGT_raul,BGT_lucasevangelista,BGT_ericramires,BGT_none,BGT_none,BGT_none,BGT_artur,BGT_ytalo,BGT_helinho,BGT_none,BGT_none,2,3,A
5,JUVENTUDE,SPORT,JUV_marcelocarne,JUV_michel,JUV_vitormendes,JUV_rafaelforster,JUV_williammatheus,JUV_none,JUV_elton,JUV_guilhermecastilho,JUV_wescley,JUV_none,JUV_none,JUV_none,JUV_chico,JUV_paulinhoboia,JUV_matheuspeixoto,JUV_none,JUV_none,SPT_mailson,SPT_hayner,SPT_rafaelthyere,SPT_iagomaidana,SPT_sabino,SPT_sander,SPT_marcaosilva,SPT_thiagolopes,SPT_marquinhos,SPT_none,SPT_none,SPT_none,SPT_andre,SPT_paulinhomoccelin,SPT_none,SPT_none,SPT_none,1,0,H
5,ATHLETICO-PR,ATLETICO-GO,CAP_santos,CAP_marcinho,CAP_pedrohenrique,CAP_zeivaldo,CAP_thiagoheleno,CAP_abnervinicius,CAP_richard,CAP_christian,CAP_terans,CAP_none,CAP_none,CAP_none,CAP_vitinho,CAP_matheusbabi,CAP_none,CAP_none,CAP_none,ACG_fernandomiguel,ACG_dudu,ACG_nathansilva,ACG_oliveira,ACG_igorcarius,ACG_none,ACG_baralhas,ACG_marlonfreitas,ACG_joaopaulo,ACG_none,ACG_none,ACG_none,ACG_janderson,ACG_zeroberto,ACG_natanael,ACG_none,ACG_none,2,1,H
5,FORTALEZA,FLUMINENSE,FOR_felipealves,FOR_tinga,FOR_marcelobenevenuto,FOR_titi,FOR_none,FOR_none,FOR_yagopikachu,FOR_ederson,FOR_felipe,FOR_romarinho,FOR_luizhenrique,FOR_none,FOR_robson,FOR_david,FOR_none,FOR_none,FOR_none,FLU_marcosfelipe,FLU_calegari,FLU_nino,FLU_luccasclaro,FLU_egidio,FLU_none,FLU_martinelli,FLU_andre,FLU_nene,FLU_none,FLU_none,FLU_none,FLU_caiopaulista,FLU_fred,FLU_gabrielteixeira,FLU_none,FLU_none,1,1,D
5,SANTOS,SAOPAULO,SAN_johnvictor,SAN_para,SAN_luizfelipe,SAN_luanperes,SAN_felipejonatan,SAN_none,SAN_camacho,SAN_jeanmota,SAN_gabrielpirani,SAN_none,SAN_none,SAN_none,SAN_marinho,SAN_kaiojorge,SAN_marcosguilherme,SAN_none,SAN_none,SAO_tiagovolpi,SAO_diego,SAO_brunoalves,SAO_reinaldo,SAO_none,SAO_none,SAO_igorvinicius,SAO_liziero,SAO_gabrielsara,SAO_rigoni,SAO_welington,SAO_none,SAO_luciano,SAO_eder,SAO_none,SAO_none,SAO_none,2,0,H
